transaction_id,price,payment_date,customer_id,detail_id,item_id,quantity
T0000001125,210000,2019-02-26 17:11:23,AS030404,1064,S005,1
T0000001126,360000,2019-02-26 17:19:15,OA657660,1065,S004,2
T0000001127,85000,2019-02-26 18:26:21,HD628998,1066,S002,1
T0000001128,210000,2019-02-26 18:35:52,OA497318,1067,S005,1
T0000001129,50000,2019-02-26 19:15:40,GD735013,1068,S001,1
T0000001130,50000,2019-02-26 19:16:57,HD597545,1069,S001,1
T0000001131,50000,2019-02-26 19:22:19,HI791416,1070,S001,1
T0000001132,50000,2019-02-26 20:08:18,HD930692,1071,S001,1
T0000001133,100000,2019-02-26 20:26:57,GD398654,1072,S001,2
T0000001134,120000,2019-02-26 20:29:25,GD489678,1073,S003,1
T0000001135,85000,2019-02-26 20:33:34,HI506119,1074,S002,1
T0000001136,210000,2019-02-26 20:42:18,AS882678,1075,S005,1
T0000001137,210000,2019-02-26 20:57:47,OA653324,1076,S005,1
T0000001138,85000,2019-02-26 21:09:06,GD172229,1077,S002,1
T0000001139,50000,2019-02-26 21:39:00,AS185951,1078,S001,1
T0000001140,50000,2019-02-26 22:54:15,AS076940,1079,S001,1
T0000001141,50000,2019-02-26 23:05:24,TS958195,1080,S001,1
T0000001142,85000,2019-02-26 23:45:32,AS230629,1081,S002,1
T0000001143,150000,2019-02-27 00:32:32,HI400606,1082,S001,3
T0000001144,50000,2019-02-27 01:06:06,HD826767,1083,S001,1
T0000001145,210000,2019-02-27 01:29:31,OA283746,1084,S005,1
T0000001146,170000,2019-02-27 01:32:04,PL634625,1085,S002,2
T0000001147,260000,2019-02-27 01:43:00,OA866679,1086,S001,1
T0000001147,260000,2019-02-27 01:43:00,OA866679,1087,S005,1
T0000001148,50000,2019-02-27 01:53:22,GD378149,1088,S001,1
T0000001149,170000,2019-02-27 02:30:22,OA680638,1089,S002,2
T0000001150,210000,2019-02-27 03:49:23,IK623902,1090,S005,1
T0000001151,85000,2019-02-27 03:55:08,PL519738,1091,S002,1
T0000001152,170000,2019-02-27 05:10:00,OA834676,1092,S002,2
T0000001153,50000,2019-02-27 05:23:49,IK973289,1093,S001,1
T0000001154,85000,2019-02-27 05:39:01,OA871608,1094,S002,1
T0000001155,85000,2019-02-27 08:54:02,HI088451,1095,S002,1
T0000001156,50000,2019-02-27 08:55:11,GD559311,1096,S001,1
T0000001157,180000,2019-02-27 09:02:35,HI318091,1097,S004,1
T0000001158,85000,2019-02-27 10:02:05,GD716223,1098,S002,1
T0000001159,120000,2019-02-27 10:04:19,IK297810,1099,S003,1
T0000001160,85000,2019-02-27 10:08:47,TS298879,1100,S002,1
T0000001161,210000,2019-02-27 10:42:26,HD567544,1101,S005,1
T0000001162,210000,2019-02-27 11:49:06,IK619199,1102,S005,1
T0000001163,85000,2019-02-27 12:28:49,PL469296,1103,S002,1
T0000001164,210000,2019-02-27 12:44:36,HI912202,1104,S005,1
T0000001165,100000,2019-02-27 12:46:31,IK039344,1105,S001,2
T0000001166,100000,2019-02-27 12:49:16,HD625291,1106,S001,2
T0000001167,210000,2019-02-27 13:05:15,HD819739,1107,S005,1
T0000001168,210000,2019-02-27 13:38:06,HI764799,1108,S005,1
T0000001169,210000,2019-02-27 13:52:11,PL144435,1109,S005,1
T0000001170,330000,2019-02-27 14:13:25,HI779743,1110,S005,1
T0000001170,330000,2019-02-27 14:13:25,HI779743,1111,S003,1
T0000001171,210000,2019-02-27 15:59:50,PL237753,1112,S005,1
T0000001172,50000,2019-02-27 16:38:16,AS699883,1113,S001,1
T0000001173,360000,2019-02-27 16:49:49,GD038969,1114,S004,2
T0000001174,180000,2019-02-27 16:59:53,IK593765,1115,S004,1
T0000001175,50000,2019-02-27 19:19:21,PL666694,1116,S001,1
T0000001176,50000,2019-02-27 19:44:56,AS280807,1117,S001,1
T0000001177,210000,2019-02-27 19:48:02,HI564909,1118,S005,1
T0000001178,85000,2019-02-27 20:27:54,PL556767,1119,S002,1
T0000001179,85000,2019-02-27 20:47:50,IK822921,1120,S002,1
T0000001180,135000,2019-02-27 21:30:45,IK035242,1121,S002,1
T0000001180,135000,2019-02-27 21:30:45,IK035242,1122,S001,1
T0000001181,85000,2019-02-27 21:38:59,TS871110,1123,S002,1
T0000001182,50000,2019-02-27 22:02:35,HI360754,1124,S001,1
T0000001183,120000,2019-02-27 22:09:24,IK779828,1125,S003,1
T0000001184,150000,2019-02-27 22:26:23,PL683089,1126,S001,3
T0000001185,210000,2019-02-27 22:45:52,HI657393,1127,S005,1
T0000001186,210000,2019-02-27 22:51:28,TS369884,1128,S005,1
T0000001187,50000,2019-02-27 23:35:30,HI320690,1129,S001,1
T0000001188,85000,2019-02-28 00:17:15,IK025456,1130,S002,1
T0000001189,180000,2019-02-28 00:28:20,GD804496,1131,S004,1
T0000001190,210000,2019-02-28 00:33:43,PL710888,1132,S005,1
T0000001191,150000,2019-02-28 02:17:23,OA616549,1133,S001,3
T0000001192,85000,2019-02-28 02:54:13,HD761679,1134,S002,1
T0000001193,210000,2019-02-28 03:05:15,IK693082,1135,S005,1
T0000001194,210000,2019-02-28 05:28:53,PL188221,1136,S005,1
T0000001195,120000,2019-02-28 06:26:55,HD335580,1137,S003,1
T0000001196,210000,2019-02-28 06:36:36,TS294433,1138,S005,1
T0000001197,120000,2019-02-28 09:05:43,OA328771,1139,S003,1
T0000001198,210000,2019-02-28 09:23:26,HI456699,1140,S005,1
T0000001199,260000,2019-02-28 09:26:19,PL964421,1141,S005,1
T0000001199,260000,2019-02-28 09:26:19,PL964421,1142,S001,1
T0000001200,200000,2019-02-28 09:27:57,GD638254,1143,S001,4
T0000001201,210000,2019-02-28 09:44:06,OA106766,1144,S005,1
T0000001202,100000,2019-02-28 09:55:07,IK619199,1145,S001,2
T0000001203,180000,2019-02-28 09:55:39,HI364290,1146,S004,1
T0000001204,210000,2019-02-28 11:43:41,GD223514,1147,S005,1
T0000001205,180000,2019-02-28 11:55:57,HI298989,1148,S004,1
T0000001206,85000,2019-02-28 13:41:42,TS921837,1149,S002,1
T0000001207,100000,2019-02-28 14:08:03,HD722956,1150,S001,2
T0000001208,85000,2019-02-28 14:30:11,AS581751,1151,S002,1
T0000001209,50000,2019-02-28 14:36:58,HI560276,1152,S001,1
T0000001210,50000,2019-02-28 17:42:53,OA296415,1153,S001,1
T0000001211,50000,2019-02-28 18:09:35,HD622485,1154,S001,1
T0000001212,120000,2019-02-28 19:29:53,TS744630,1155,S003,1
T0000001213,210000,2019-02-28 19:59:15,OA452734,1156,S005,1
T0000001214,420000,2019-02-28 20:10:09,OA187758,1157,S005,1
T0000001214,420000,2019-02-28 20:10:09,OA187758,1158,S005,1
T0000001215,85000,2019-02-28 20:12:19,HI898602,1159,S002,1
T0000001216,180000,2019-02-28 21:06:58,IK004670,1160,S004,1
T0000001217,50000,2019-02-28 22:32:26,PL301503,1161,S001,1
T0000001218,180000,2019-02-28 22:45:50,GD038969,1162,S004,1
T0000001219,100000,2019-02-28 23:55:40,IK345440,1163,S001,2
T0000001220,85000,2019-03-01 00:20:55,AS124155,1164,S002,1
T0000001221,85000,2019-03-01 00:51:19,HD411688,1165,S002,1
T0000001222,120000,2019-03-01 01:21:36,HI302801,1166,S003,1
T0000001223,150000,2019-03-01 01:43:45,TS203709,1167,S001,3
T0000001224,210000,2019-03-01 01:46:47,TS952924,1168,S005,1
T0000001225,50000,2019-03-01 03:14:08,TS871110,1169,S001,1
T0000001226,210000,2019-03-01 03:22:30,IK983460,1170,S005,1
T0000001227,180000,2019-03-01 03:48:33,PL381578,1171,S004,1
T0000001228,100000,2019-03-01 06:07:18,AS390441,1172,S001,2
T0000001229,150000,2019-03-01 06:10:57,IK867288,1173,S001,3
T0000001230,120000,2019-03-01 07:11:49,IK888697,1174,S003,1
T0000001231,295000,2019-03-01 07:19:17,HD250940,1175,S002,1
T0000001231,295000,2019-03-01 07:19:17,HD250940,1176,S005,1
T0000001232,180000,2019-03-01 07:31:35,OA516337,1177,S004,1
T0000001233,85000,2019-03-01 09:25:09,HD914078,1178,S002,1
T0000001234,85000,2019-03-01 09:56:08,PL431024,1179,S002,1
T0000001235,85000,2019-03-01 09:58:12,AS694687,1180,S002,1
T0000001236,210000,2019-03-01 10:17:25,HD019297,1181,S005,1
T0000001237,85000,2019-03-01 10:20:25,IK844273,1182,S002,1
T0000001238,50000,2019-03-01 10:27:28,TS213950,1183,S001,1
T0000001239,180000,2019-03-01 11:46:15,AS171842,1184,S004,1
T0000001240,120000,2019-03-01 12:58:53,HD994980,1185,S003,1
T0000001241,50000,2019-03-01 13:43:32,IK323315,1186,S001,1
T0000001242,210000,2019-03-01 13:55:57,AS466656,1187,S005,1
T0000001243,180000,2019-03-01 14:00:27,GD094886,1188,S004,1
T0000001244,180000,2019-03-01 14:44:57,HD124235,1189,S004,1
T0000001245,210000,2019-03-01 15:26:53,TS062902,1190,S005,1
T0000001246,85000,2019-03-01 15:41:22,GD730210,1191,S002,1
T0000001247,85000,2019-03-01 16:57:06,HD788375,1192,S002,1
T0000001248,210000,2019-03-01 17:01:55,IK289800,1193,S005,1
T0000001249,50000,2019-03-01 17:54:57,HI764799,1194,S001,1
T0000001250,50000,2019-03-01 18:42:33,OA675891,1195,S001,1
T0000001251,210000,2019-03-01 19:34:21,GD462529,1196,S005,1
T0000001252,360000,2019-03-01 19:35:19,TS510841,1197,S001,3
T0000001252,360000,2019-03-01 19:35:19,TS510841,1198,S005,1
T0000001253,420000,2019-03-01 20:21:39,TS805246,1199,S005,2
T0000001254,210000,2019-03-01 20:37:02,AS040841,1200,S005,1
T0000001255,85000,2019-03-01 21:06:38,GD585679,1201,S002,1
T0000001256,50000,2019-03-01 23:27:58,GD557151,1202,S001,1
T0000001257,210000,2019-03-01 23:42:47,PL148706,1203,S005,1
T0000001258,120000,2019-03-02 00:00:20,TS963433,1204,S003,1
T0000001259,50000,2019-03-02 00:49:00,HI422675,1205,S001,1
T0000001260,100000,2019-03-02 01:08:56,PL407755,1206,S001,2
T0000001261,120000,2019-03-02 01:32:14,TS825520,1207,S003,1
T0000001262,50000,2019-03-02 02:05:10,PL195594,1208,S001,1
T0000001263,50000,2019-03-02 03:21:48,IK990829,1209,S001,1
T0000001264,210000,2019-03-02 03:24:54,AS695311,1210,S005,1
T0000001265,320000,2019-03-02 03:45:03,HI477055,1211,S001,3
T0000001265,320000,2019-03-02 03:45:03,HI477055,1212,S002,2
T0000001266,85000,2019-03-02 04:01:38,GD223514,1213,S002,1
T0000001267,420000,2019-03-02 04:57:56,HI483820,1214,S005,2
T0000001268,50000,2019-03-02 06:44:22,OA805868,1215,S001,1
T0000001269,180000,2019-03-02 06:53:21,HI077107,1216,S004,1
T0000001270,100000,2019-03-02 07:26:49,TS357226,1217,S001,2
T0000001271,210000,2019-03-02 08:30:35,OA239766,1218,S005,1
T0000001272,50000,2019-03-02 09:25:18,OA834676,1219,S001,1
T0000001273,170000,2019-03-02 11:17:45,IK822921,1220,S002,2
T0000001274,170000,2019-03-02 12:02:26,HI626820,1221,S002,2
T0000001275,50000,2019-03-02 12:55:55,IK998240,1222,S001,1
T0000001276,85000,2019-03-02 13:06:32,HD827887,1223,S002,1
T0000001277,85000,2019-03-02 13:29:27,AS780890,1224,S002,1
T0000001278,180000,2019-03-02 14:59:32,GD761771,1225,S004,1
T0000001279,120000,2019-03-02 15:05:27,OA388010,1226,S003,1
T0000001280,120000,2019-03-02 15:10:15,TS203709,1227,S003,1
T0000001281,120000,2019-03-02 15:18:04,PL924048,1228,S003,1
T0000001282,120000,2019-03-02 15:56:52,IK356680,1229,S003,1
T0000001283,120000,2019-03-02 16:03:32,HD925731,1230,S003,1
T0000001284,180000,2019-03-02 16:26:12,OA861572,1231,S004,1
T0000001285,85000,2019-03-02 16:40:38,OA614379,1232,S002,1
T0000001286,170000,2019-03-02 16:52:40,GD244145,1233,S002,2
T0000001287,85000,2019-03-02 16:53:00,TS681471,1234,S002,1
T0000001288,100000,2019-03-02 16:54:52,OA436769,1235,S001,2
T0000001289,120000,2019-03-02 16:55:43,HD176754,1236,S003,1
T0000001290,150000,2019-03-02 17:39:42,HD369528,1237,S001,3
T0000001291,100000,2019-03-02 17:41:29,IK549613,1238,S001,2
T0000001292,120000,2019-03-02 18:18:01,HI338198,1239,S003,1
T0000001293,120000,2019-03-02 18:31:09,PL415606,1240,S003,1
T0000001294,150000,2019-03-02 20:38:36,HI550641,1241,S001,3
T0000001295,180000,2019-03-02 20:53:50,TS537121,1242,S004,1
T0000001296,50000,2019-03-02 20:57:53,HD176754,1243,S001,1
T0000001297,170000,2019-03-02 21:37:09,HI576763,1244,S002,2
T0000001298,100000,2019-03-02 21:47:58,HI298989,1245,S001,2
T0000001299,120000,2019-03-02 21:55:55,PL758046,1246,S003,1
T0000001300,85000,2019-03-02 23:08:07,PL415606,1247,S002,1
T0000001301,210000,2019-03-02 23:36:40,TS609198,1248,S005,1
T0000001302,210000,2019-03-03 00:05:25,IK807110,1249,S005,1
T0000001303,120000,2019-03-03 00:22:15,HD333544,1250,S003,1
T0000001304,50000,2019-03-03 00:39:58,AS568373,1251,S001,1
T0000001305,120000,2019-03-03 00:46:43,TS456293,1252,S003,1
T0000001306,100000,2019-03-03 02:19:51,OA694885,1253,S001,2
T0000001307,100000,2019-03-03 02:41:38,PL550805,1254,S001,2
T0000001308,210000,2019-03-03 02:58:46,HI576699,1255,S005,1
T0000001309,120000,2019-03-03 03:36:01,TS213950,1256,S003,1
T0000001310,120000,2019-03-03 03:48:05,GD856484,1257,S003,1
T0000001311,100000,2019-03-03 03:54:04,TS805246,1258,S001,2
T0000001312,210000,2019-03-03 04:22:47,AS436928,1259,S005,1
T0000001313,260000,2019-03-03 04:27:40,TS056568,1260,S005,1
T0000001313,260000,2019-03-03 04:27:40,TS056568,1261,S001,1
T0000001314,210000,2019-03-03 04:28:15,AS614421,1262,S005,1
T0000001315,50000,2019-03-03 04:53:18,PL983619,1263,S001,1
T0000001316,85000,2019-03-03 05:09:58,HI196175,1264,S002,1
T0000001317,85000,2019-03-03 05:46:50,PL415606,1265,S002,1
T0000001318,50000,2019-03-03 05:47:37,HI754520,1266,S001,1
T0000001319,120000,2019-03-03 06:38:31,GD454723,1267,S003,1
T0000001320,85000,2019-03-03 08:43:54,IK219174,1268,S002,1
T0000001321,50000,2019-03-03 09:23:51,HI358653,1269,S001,1
T0000001322,330000,2019-03-03 10:22:55,PL382309,1270,S005,1
T0000001322,330000,2019-03-03 10:22:55,PL382309,1271,S003,1
T0000001323,120000,2019-03-03 10:38:26,HI001877,1272,S003,1
T0000001324,180000,2019-03-03 11:05:53,GD804357,1273,S004,1
T0000001325,210000,2019-03-03 12:26:08,IK624245,1274,S005,1
T0000001326,50000,2019-03-03 13:01:48,HD290419,1275,S001,1
T0000001327,85000,2019-03-03 13:37:19,AS185951,1276,S002,1
T0000001328,100000,2019-03-03 14:02:36,TS978415,1277,S001,2
T0000001329,180000,2019-03-03 14:18:11,TS551344,1278,S004,1
T0000001330,100000,2019-03-03 14:37:25,OA969891,1279,S001,2
T0000001331,50000,2019-03-03 14:52:59,HD625291,1280,S001,1
T0000001332,85000,2019-03-03 15:34:50,IK990829,1281,S002,1
T0000001333,50000,2019-03-03 16:37:04,IK429683,1282,S001,1
T0000001334,210000,2019-03-03 20:49:54,OA564097,1283,S005,1
T0000001335,360000,2019-03-03 21:31:36,AS695311,1284,S004,2
T0000001336,50000,2019-03-03 22:05:56,HI058807,1285,S001,1
T0000001337,210000,2019-03-03 22:09:49,IK732316,1286,S005,1
T0000001338,180000,2019-03-03 22:33:10,TS707101,1287,S004,1
T0000001339,50000,2019-03-03 22:57:46,AS716291,1288,S001,1
T0000001340,180000,2019-03-03 22:57:50,PL265818,1289,S004,1
T0000001341,120000,2019-03-03 23:16:14,HI626820,1290,S003,1
T0000001342,210000,2019-03-04 00:15:34,PL102815,1291,S005,1
T0000001343,180000,2019-03-04 04:47:53,IK627931,1292,S004,1
T0000001344,180000,2019-03-04 05:28:41,HD123842,1293,S004,1
T0000001345,120000,2019-03-04 05:38:48,IK292139,1294,S003,1
T0000001346,85000,2019-03-04 05:48:35,PL502982,1295,S002,1
T0000001347,210000,2019-03-04 06:23:54,HI654320,1296,S005,1
T0000001348,85000,2019-03-04 06:44:02,AS924898,1297,S002,1
T0000001349,50000,2019-03-04 08:44:04,IK461350,1298,S001,1
T0000001350,50000,2019-03-04 09:58:55,GD486468,1299,S001,1
T0000001351,265000,2019-03-04 11:42:11,AS040860,1300,S004,1
T0000001351,265000,2019-03-04 11:42:11,AS040860,1301,S002,1
T0000001352,180000,2019-03-04 12:45:24,AS979183,1302,S004,1
T0000001353,50000,2019-03-04 14:23:55,OA558666,1303,S001,1
T0000001354,100000,2019-03-04 15:05:00,PL442689,1304,S001,2
T0000001355,180000,2019-03-04 17:02:11,GD968190,1305,S004,1
T0000001356,120000,2019-03-04 18:23:11,HI672548,1306,S003,1
T0000001357,50000,2019-03-04 18:46:33,HD838779,1307,S001,1
T0000001358,85000,2019-03-04 19:47:44,IK609024,1308,S002,1
T0000001359,180000,2019-03-04 20:01:14,HD693609,1309,S004,1
T0000001360,85000,2019-03-04 20:18:39,IK446815,1310,S002,1
T0000001361,85000,2019-03-05 02:04:42,HI050277,1311,S002,1
T0000001362,120000,2019-03-05 03:16:14,HD634356,1312,S003,1
T0000001363,150000,2019-03-05 03:42:34,IK060981,1313,S001,3
T0000001364,85000,2019-03-05 03:43:11,HD126441,1314,S002,1
T0000001365,210000,2019-03-05 03:43:41,AS882678,1315,S005,1
T0000001366,50000,2019-03-05 03:47:27,AS499893,1316,S001,1
T0000001367,120000,2019-03-05 03:47:32,HI499195,1317,S003,1
T0000001368,210000,2019-03-05 05:21:13,AS441031,1318,S005,1
T0000001369,210000,2019-03-05 06:01:53,AS699883,1319,S005,1
T0000001370,100000,2019-03-05 07:25:27,IK004670,1320,S001,2
T0000001371,50000,2019-03-05 07:36:02,AS928923,1321,S001,1
T0000001372,85000,2019-03-05 08:19:13,OA118869,1322,S002,1
T0000001373,85000,2019-03-05 08:41:39,OA834676,1323,S002,1
T0000001374,50000,2019-03-05 08:52:08,AS185951,1324,S001,1
T0000001375,120000,2019-03-05 09:57:17,GD462529,1325,S003,1
T0000001376,260000,2019-03-05 11:14:45,IK774332,1326,S001,1
T0000001376,260000,2019-03-05 11:14:45,IK774332,1327,S005,1
T0000001377,210000,2019-03-05 12:49:59,AS163543,1328,S005,1
T0000001378,210000,2019-03-05 13:13:17,OA164489,1329,S005,1
T0000001379,50000,2019-03-05 13:23:52,GD862639,1330,S001,1
T0000001380,120000,2019-03-05 13:49:31,TS851428,1331,S003,1
T0000001381,390000,2019-03-05 14:16:53,HI273985,1332,S005,1
T0000001381,390000,2019-03-05 14:16:53,HI273985,1333,S004,1
T0000001382,150000,2019-03-05 14:37:21,AS047815,1334,S001,3
T0000001383,120000,2019-03-05 14:44:00,HI020083,1335,S003,1
T0000001384,50000,2019-03-05 15:36:37,TS306264,1336,S001,1
T0000001385,170000,2019-03-05 17:35:44,HD044538,1337,S002,2
T0000001386,50000,2019-03-05 17:57:19,TS179639,1338,S001,1
T0000001387,50000,2019-03-05 19:08:48,GD244145,1339,S001,1
T0000001388,210000,2019-03-05 22:22:00,OA944593,1340,S005,1
T0000001389,180000,2019-03-05 22:22:24,AS716291,1341,S004,1
T0000001390,170000,2019-03-05 23:05:18,GD181791,1342,S002,2
T0000001391,360000,2019-03-05 23:39:10,GD455127,1343,S004,2
T0000001392,85000,2019-03-05 23:55:55,HI779743,1344,S002,1
T0000001393,50000,2019-03-06 00:21:20,HD216701,1345,S001,1
T0000001394,100000,2019-03-06 00:28:14,GD626486,1346,S001,2
T0000001395,210000,2019-03-06 00:57:54,HD981245,1347,S005,1
T0000001396,210000,2019-03-06 01:54:27,HI672548,1348,S005,1
T0000001397,85000,2019-03-06 02:30:33,OA642994,1349,S002,1
T0000001398,420000,2019-03-06 02:49:03,HD024127,1350,S005,2
T0000001399,50000,2019-03-06 03:18:18,TS752925,1351,S001,1
T0000001400,85000,2019-03-06 06:31:36,HI780705,1352,S002,1
T0000001401,120000,2019-03-06 06:46:54,HI142296,1353,S003,1
T0000001402,50000,2019-03-06 06:56:54,AS870817,1354,S001,1
T0000001403,210000,2019-03-06 06:59:48,GD439332,1355,S005,1
T0000001404,210000,2019-03-06 07:30:28,GD537233,1356,S005,1
T0000001405,85000,2019-03-06 08:01:37,HI604733,1357,S002,1
T0000001406,180000,2019-03-06 09:05:03,GD651678,1358,S004,1
T0000001407,50000,2019-03-06 09:25:50,IK825670,1359,S001,1
T0000001408,50000,2019-03-06 09:28:11,TS851428,1360,S001,1
T0000001409,180000,2019-03-06 09:54:45,PL023264,1361,S004,1
T0000001410,50000,2019-03-06 09:55:56,HD410257,1362,S001,1
T0000001411,85000,2019-03-06 11:18:29,HD962462,1363,S002,1
T0000001412,210000,2019-03-06 11:36:28,AS345469,1364,S005,1
T0000001413,50000,2019-03-06 11:36:34,TS922639,1365,S001,1
T0000001414,85000,2019-03-06 12:55:46,PL639331,1366,S002,1
T0000001415,210000,2019-03-06 12:59:16,OA848183,1367,S005,1
T0000001416,100000,2019-03-06 13:28:08,TS394144,1368,S001,2
T0000001417,180000,2019-03-06 13:40:10,IK429683,1369,S004,1
T0000001418,50000,2019-03-06 15:18:54,GD763218,1370,S001,1
T0000001419,120000,2019-03-06 15:27:50,TS153210,1371,S003,1
T0000001420,185000,2019-03-06 15:28:39,HD335580,1372,S002,1
T0000001420,185000,2019-03-06 15:28:39,HD335580,1373,S001,2
T0000001421,50000,2019-03-06 15:32:56,OA640152,1374,S001,1
T0000001422,85000,2019-03-06 15:43:40,HI920533,1375,S002,1
T0000001423,85000,2019-03-06 16:04:58,AS963520,1376,S002,1
T0000001424,210000,2019-03-06 16:55:20,HD852520,1377,S005,1
T0000001425,210000,2019-03-06 17:08:13,IK603991,1378,S005,1
T0000001426,120000,2019-03-06 17:18:37,AS499893,1379,S003,1
T0000001427,85000,2019-03-06 17:42:52,GD283718,1380,S002,1
T0000001428,50000,2019-03-06 17:47:55,TS645665,1381,S001,1
T0000001429,50000,2019-03-06 18:23:46,GD547144,1382,S001,1
T0000001430,120000,2019-03-06 18:31:31,IK973289,1383,S003,1
T0000001431,85000,2019-03-06 20:06:00,IK825670,1384,S002,1
T0000001432,120000,2019-03-07 00:20:15,GD595676,1385,S003,1
T0000001433,50000,2019-03-07 00:44:38,PL924048,1386,S001,1
T0000001434,50000,2019-03-07 01:13:20,HI128243,1387,S001,1
T0000001435,85000,2019-03-07 01:31:10,OA753193,1388,S002,1
T0000001436,150000,2019-03-07 01:36:06,AS375220,1389,S001,3
T0000001437,85000,2019-03-07 02:06:03,HD673900,1390,S002,1
T0000001438,210000,2019-03-07 02:51:48,HI158085,1391,S005,1
T0000001439,85000,2019-03-07 02:55:11,HD019297,1392,S002,1
T0000001440,420000,2019-03-07 02:58:16,HD068817,1393,S005,1
T0000001440,420000,2019-03-07 02:58:16,HD068817,1394,S005,1
T0000001441,210000,2019-03-07 02:59:33,HI511961,1395,S005,1
T0000001442,255000,2019-03-07 03:27:32,AS118198,1396,S002,3
T0000001443,120000,2019-03-07 03:59:34,IK688052,1397,S003,1
T0000001444,210000,2019-03-07 04:05:38,OA068305,1398,S005,1
T0000001445,50000,2019-03-07 04:09:54,OA996311,1399,S001,1
T0000001446,170000,2019-03-07 04:10:04,HD319220,1400,S002,2
T0000001447,205000,2019-03-07 05:37:43,PL502982,1401,S002,1
T0000001447,205000,2019-03-07 05:37:43,PL502982,1402,S003,1
T0000001448,50000,2019-03-07 06:28:24,PL587969,1403,S001,1
T0000001449,150000,2019-03-07 08:00:45,IK331136,1404,S001,3
T0000001450,390000,2019-03-07 09:05:29,HI728754,1405,S004,1
T0000001450,390000,2019-03-07 09:05:29,HI728754,1406,S005,1
T0000001451,200000,2019-03-07 09:16:00,GD194770,1407,S001,4
T0000001452,85000,2019-03-07 11:08:50,HD995428,1408,S002,1
T0000001453,120000,2019-03-07 11:09:53,PL749842,1409,S003,1
T0000001454,260000,2019-03-07 11:41:32,IK559596,1410,S005,1
T0000001454,260000,2019-03-07 11:41:32,IK559596,1411,S001,1
T0000001455,50000,2019-03-07 13:02:08,OA157445,1412,S001,1
T0000001456,210000,2019-03-07 13:53:19,OA782311,1413,S005,1
T0000001457,210000,2019-03-07 16:06:36,HD044538,1414,S005,1
T0000001458,210000,2019-03-07 16:15:52,PL587969,1415,S005,1
T0000001459,180000,2019-03-07 16:17:10,IK377339,1416,S004,1
T0000001460,100000,2019-03-07 16:19:45,TS647525,1417,S001,2
T0000001461,85000,2019-03-07 16:33:40,HD338928,1418,S002,1
T0000001462,50000,2019-03-07 18:54:20,AS421462,1419,S001,1
T0000001463,85000,2019-03-07 19:05:48,TS306264,1420,S002,1
T0000001464,210000,2019-03-07 19:22:52,GD144013,1421,S005,1
T0000001465,210000,2019-03-07 19:52:27,TS724973,1422,S005,1
T0000001466,85000,2019-03-07 20:20:11,AS108195,1423,S002,1
T0000001467,85000,2019-03-07 20:21:12,GD398654,1424,S002,1
T0000001468,85000,2019-03-07 21:25:19,HD837160,1425,S002,1
T0000001469,100000,2019-03-07 21:47:12,OA007004,1426,S001,2
T0000001470,100000,2019-03-07 21:50:05,PL077120,1427,S001,2
T0000001471,50000,2019-03-07 23:43:42,AS716291,1428,S001,1
T0000001472,210000,2019-03-08 00:26:08,TS248015,1429,S005,1
T0000001473,330000,2019-03-08 00:38:33,HD417609,1430,S001,3
T0000001473,330000,2019-03-08 00:38:33,HD417609,1431,S004,1
T0000001474,230000,2019-03-08 00:57:03,HD739338,1432,S004,1
T0000001474,230000,2019-03-08 00:57:03,HD739338,1433,S001,1
T0000001475,260000,2019-03-08 01:06:38,PL195594,1434,S001,1
T0000001475,260000,2019-03-08 01:06:38,PL195594,1435,S005,1
T0000001476,50000,2019-03-08 01:29:59,GD314208,1436,S001,1
T0000001477,100000,2019-03-08 01:56:46,AS779688,1437,S001,1
T0000001477,100000,2019-03-08 01:56:46,AS779688,1438,S001,1
T0000001478,50000,2019-03-08 03:44:27,HI493527,1439,S001,1
T0000001479,85000,2019-03-08 05:16:55,OA558666,1440,S002,1
T0000001480,360000,2019-03-08 05:38:15,TS311640,1441,S004,2
T0000001481,100000,2019-03-08 08:03:20,HI506119,1442,S001,2
T0000001482,210000,2019-03-08 08:16:55,AS118198,1443,S005,1
T0000001483,180000,2019-03-08 08:18:17,IK743897,1444,S004,1
T0000001484,210000,2019-03-08 08:30:57,TS306264,1445,S005,1
T0000001485,240000,2019-03-08 08:38:55,HD597545,1446,S003,2
T0000001486,120000,2019-03-08 09:25:44,GD790125,1447,S003,1
T0000001487,50000,2019-03-08 09:30:38,IK323455,1448,S001,1
T0000001488,100000,2019-03-08 09:47:07,AS471761,1449,S001,2
T0000001489,210000,2019-03-08 09:57:19,AS230629,1450,S005,1
T0000001490,120000,2019-03-08 10:07:56,GD691243,1451,S003,1
T0000001491,210000,2019-03-08 11:00:52,TS425666,1452,S005,1
T0000001492,210000,2019-03-08 12:12:31,HI348702,1453,S005,1
T0000001493,50000,2019-03-08 13:17:22,HD625038,1454,S001,1
T0000001494,50000,2019-03-08 15:11:16,PL983619,1455,S001,1
T0000001495,50000,2019-03-08 17:21:10,AS931712,1456,S001,1
T0000001496,180000,2019-03-08 18:06:18,OA594265,1457,S004,1
T0000001497,180000,2019-03-08 18:06:22,TS971314,1458,S004,1
T0000001498,210000,2019-03-08 18:17:04,AS273414,1459,S005,1
T0000001499,210000,2019-03-08 18:51:06,TS459568,1460,S005,1
T0000001500,210000,2019-03-08 19:17:37,OA963991,1461,S005,1
T0000001501,85000,2019-03-08 19:50:28,OA707923,1462,S002,1
