transaction_id,transaction_date,customer_id,product_id,count,sales,shipping_date,cancellation_date,status
201908260003-1,2019-08-26,C-000498,ZEDB7,1,216900,2019-09-06,,配達済み
201908260005-1,2019-08-26,C-000581,CANB11,5,1449500,2019-09-08,,配達済み
201908260013-1,2019-08-26,C-000824,VEDB13,4,2339200,2019-09-03,,配達済み
201908260014-1,2019-08-26,C-000987,ZEDB5,3,536700,2019-09-05,,配達済み
201908260017-1,2019-08-26,C-001395,VENB3,3,668400,2019-09-04,,配達済み
201908260018-1,2019-08-26,C-001872,VEDB11,5,1999000,2019-09-05,,配達済み
201908260021-1,2019-08-26,C-001874,ZENB7,1,231400,2019-09-04,,配達済み
201908260022-1,2019-08-26,C-002404,INNB1,1,74800,2019-09-05,2019-09-11,キャンセル
201908260023-1,2019-08-26,C-002659,INDB7,3,554400,2019-09-06,,配達済み
201908260024-1,2019-08-26,C-002958,TADB3,2,90684,2019-09-05,,配達済み
201908260025-1,2019-08-26,C-003359,IKW,2,7562,2019-09-05,,配達済み
201908260027-1,2019-08-26,C-003457,INNB3,4,507200,2019-09-05,2019-09-11,キャンセル
201908270001-1,2019-08-27,C-000446,INNG9,1,229800,2019-09-03,,配達済み
201908270002-1,2019-08-27,C-000485,VEDB13,2,1169600,2019-09-05,,配達済み
201908270004-1,2019-08-27,C-001288,INDB3,1,116800,2019-09-04,,配達済み
201908270005-1,2019-08-27,C-001402,CANB11,0,0,2019-09-04,,配達済み
201908270006-1,2019-08-27,C-001943,CANB1,4,519200,2019-09-04,,配達済み
201908270009-1,2019-08-27,C-002140,IKW,4,15124,2019-09-06,,配達済み
201908270010-1,2019-08-27,C-002303,CADB13,1,434800,2019-09-04,,配達済み
201908270011-1,2019-08-27,C-002748,IKU,3,8493,2019-09-06,,配達済み
201908270013-1,2019-08-27,C-003154,ID16,3,48900,2019-09-06,,配達済み
201908270015-1,2019-08-27,C-003361,INNG7,1,191800,2019-09-04,,配達済み
201908270019-1,2019-08-27,C-003483,VEDB1,22,3735600,2019-09-06,,配達済み
201908290000-1,2019-08-29,C-000232,CANB11,2,579800,2019-09-07,,配達済み
201908290001-1,2019-08-29,C-000358,ZENB5,1,173800,2019-09-08,,配達済み
201908290003-1,2019-08-29,C-000825,INNS9,6,1318800,2019-09-08,,配達済み
201908290006-1,2019-08-29,C-001050,INDB3,1,116800,2019-09-07,,配達済み
201908290008-1,2019-08-29,C-001243,CANB7,6,1379400,2019-09-09,,配達済み
201908290009-1,2019-08-29,C-001563,CANB13,1,349800,2019-09-08,2019-09-14,キャンセル
201908290012-1,2019-08-29,C-001662,IMW,4,10148,2019-09-09,,配達済み
201908290013-1,2019-08-29,C-001967,INDB7,7,1293600,2019-09-10,,配達済み
201908290017-1,2019-08-29,C-002009,TADB3,2,90684,2019-09-10,2019-09-14,キャンセル
201908290021-1,2019-08-29,C-002145,INNG5,5,849000,2019-09-07,,配達済み
201908290022-1,2019-08-29,C-002718,PUNR3,1,98740,2019-09-09,2019-09-14,キャンセル
201908290023-1,2019-08-29,C-002730,PUNW1,2,135600,2019-09-04,,配達済み
201908290025-1,2019-08-29,C-003426,VEDB13,1,584800,2019-09-10,,配達済み
201908290027-1,2019-08-29,C-003497,INDB3,2,233600,2019-09-07,,配達済み
201908290029-1,2019-08-29,C-003608,CANB11,2,579800,2019-09-09,,配達済み
201908300001-1,2019-08-30,C-000011,TADB1,1,14970,2019-09-09,,配達済み
201908300003-1,2019-08-30,C-001568,INDB3,6,700800,2019-09-08,,配達済み
201908300005-1,2019-08-30,C-001960,INNS5,0,0,2019-09-07,,配達済み
201908300007-1,2019-08-30,C-002415,INNG9,1,229800,2019-09-07,,配達済み
201908300012-1,2019-08-30,C-003528,INNB5,3,479400,2019-09-08,,配達済み
201908300013-1,2019-08-30,C-003669,PUNB3,1,98740,2019-09-05,,配達済み
201908300015-1,2019-08-30,C-003679,IKU,1,2831,2019-09-06,,配達済み
201908300016-1,2019-08-30,C-003752,CANB11,1,289900,2019-09-07,,配達済み
201908300017-1,2019-08-30,C-003783,INNB9,1,219800,2019-09-09,,配達済み
201908310000-1,2019-08-31,C-000066,INDB7,2,369600,2019-09-10,,配達済み
201908310001-1,2019-08-31,C-000353,INNB7,1,181800,2019-09-14,,配達済み
201908310005-1,2019-08-31,C-000955,CANB11,1,289900,2019-09-09,,配達済み
201908310007-1,2019-08-31,C-001173,INNB7,3,545400,2019-09-10,,配達済み
201908310010-1,2019-08-31,C-001281,VENB7,2,619600,2019-09-11,,配達済み
201908310010-2,2019-08-31,C-001281,VEDB5,2,449600,2019-09-12,,配達済み
201908310013-1,2019-08-31,C-001545,ZEDB3,2,311600,2019-09-14,,配達済み
201908310016-1,2019-08-31,C-001700,CADB13,4,1739200,2019-09-08,,配達済み
201908310017-1,2019-08-31,C-001781,ZENB5,1,173800,2019-09-10,,配達済み
201908310018-1,2019-08-31,C-002010,PUNB1,1,67800,2019-09-10,,配達済み
201908310020-1,2019-08-31,C-002289,VEDB9,1,379400,2019-09-11,,配達済み
201908310021-1,2019-08-31,C-002300,IKW,4,15124,2019-09-11,,配達済み
201908310022-1,2019-08-31,C-003096,VEDB11,5,1999000,2019-09-10,,配達済み
201908310025-1,2019-08-31,C-003172,INNB9,1,219800,2019-09-09,,配達済み
201908310027-1,2019-08-31,C-003328,INDB1,2,189600,2019-09-11,,配達済み
201908310029-1,2019-08-31,C-003356,INNG9,1,229800,2019-09-11,,配達済み
201908310032-1,2019-08-31,C-003676,IMU,3,3690,2019-09-08,,配達済み
201908310033-1,2019-08-31,C-003722,CADB5,1,194800,2019-09-11,,配達済み
201909010000-1,2019-09-01,C-000389,CANB3,3,449400,2019-09-13,,配達済み
201909010002-1,2019-09-01,C-001009,PUNB3,2,197480,2019-09-12,,配達済み
201909010003-1,2019-09-01,C-001292,ZENB5,1,173800,2019-09-11,,配達済み
201909010004-1,2019-09-01,C-001356,CANB11,2,579800,2019-09-10,,配達済み
201909010008-1,2019-09-01,C-001421,VEDB9,1,379400,2019-09-12,,配達済み
201909010009-1,2019-09-01,C-001599,TADB3,1,45342,2019-09-13,,配達済み
201909010013-1,2019-09-01,C-001738,ZEDB7,4,867600,2019-09-12,,配達済み
201909010014-1,2019-09-01,C-001864,ZENB3,1,154800,2019-09-12,,配達済み
201909010016-1,2019-09-01,C-001970,INNG5,4,679200,2019-09-14,,配達済み
201909010016-2,2019-09-01,C-001970,CANB11,3,869700,2019-09-13,,配達済み
201909010018-1,2019-09-01,C-002355,INNS5,4,639200,2019-09-11,,配達済み
201909010020-1,2019-09-01,C-003079,VEDB7,5,1144500,2019-09-11,,配達済み
201909010024-1,2019-09-01,C-003165,ZEDB5,4,715600,2019-09-13,,配達済み
201909010024-2,2019-09-01,C-003165,CADB7,4,939200,2019-09-12,,配達済み
201909010025-1,2019-09-01,C-003287,VEDB13,3,1754400,2019-09-13,,配達済み
201909010026-1,2019-09-01,C-003375,ZENB7,1,231400,2019-09-10,,配達済み
201909010027-1,2019-09-01,C-003721,ZENB9,2,559800,2019-09-11,,配達済み
201909010031-1,2019-09-01,C-003765,IKW,1,3781,2019-09-12,,配達済み
201909020000-1,2019-09-02,C-000262,INNS9,1,219800,2019-09-09,,配達済み
201909020001-1,2019-09-02,C-000732,CANB11,1,289900,2019-09-08,,配達済み
201909020002-1,2019-09-02,C-000924,TADB1,1,14970,2019-09-09,,配達済み
201909020004-1,2019-09-02,C-001657,VEDB5,2,449600,2019-09-11,,配達済み
201909020006-1,2019-09-02,C-001807,VEDB3,0,0,2019-09-13,,配達済み
201909020009-1,2019-09-02,C-002061,VENB3,1,222800,2019-09-08,,配達済み
201909020010-1,2019-09-02,C-002263,VEDB11,4,1599200,2019-09-13,,配達済み
201909020011-1,2019-09-02,C-002366,CANB7,0,0,2019-09-11,,配達済み
201909020012-1,2019-09-02,C-002469,INNG5,1,169800,2019-09-10,,配達済み
201909020014-1,2019-09-02,C-003243,VENB5,4,1079200,2019-09-12,,配達済み
201909020014-2,2019-09-02,C-003243,TADB3,2,90684,2019-09-11,,配達済み
201909020016-1,2019-09-02,C-003267,PUNB1,1,67800,2019-09-11,,配達済み
201909020019-1,2019-09-02,C-003443,CANB11,3,869700,2019-09-11,,配達済み
201909020019-2,2019-09-02,C-003443,ZEDB5,2,357800,2019-09-08,,配達済み
201909020023-1,2019-09-02,C-003552,INNS7,2,363600,2019-09-13,,配達済み
201909020024-1,2019-09-02,C-003731,CANB11,4,1159600,2019-09-09,,配達済み
201909020024-2,2019-09-02,C-003731,TADB5,1,124342,2019-09-10,,配達済み
201909030003-1,2019-09-03,C-000140,CADB11,1,364800,2019-09-13,,配達済み
201909030005-1,2019-09-03,C-000372,TADB1,3,44910,2019-09-15,,配達済み
201909030006-1,2019-09-03,C-000623,IKW,2,7562,2019-09-13,,配達済み
201909030007-1,2019-09-03,C-000650,ZEDB3,1,155800,2019-09-14,,配達済み
201909030010-1,2019-09-03,C-000819,ID23,3,59940,2019-09-15,,配達済み
201909030011-1,2019-09-03,C-001441,ID23,9,179820,2019-09-15,,配達済み
201909030013-1,2019-09-03,C-001852,VENB3,2,445600,2019-09-09,,配達済み
201909030014-1,2019-09-03,C-001921,PUNR3,12,1184880,2019-09-12,,配達済み
201909030015-1,2019-09-03,C-002091,PUNW3,1,98740,2019-09-13,,配達済み
201909030016-1,2019-09-03,C-003106,CANB7,3,689700,2019-09-14,,配達済み
201909030017-1,2019-09-03,C-003167,INDB5,1,154800,2019-09-12,,配達済み
201909030019-1,2019-09-03,C-003201,CANB11,2,579800,2019-09-14,,配達済み
201909030022-1,2019-09-03,C-003229,VENB9,2,739600,2019-09-12,,配達済み
201909030023-1,2019-09-03,C-003566,INNG7,1,191800,2019-09-12,,配達済み
201909040000-1,2019-09-04,C-000321,VENB5,2,539600,2019-09-16,,配達済み
201909040002-1,2019-09-04,C-000516,CANB13,1,349800,2019-09-13,,配達済み
201909040006-1,2019-09-04,C-001337,INNS3,4,507200,2019-09-15,,配達済み
201909040008-1,2019-09-04,C-002202,CANB11,1,289900,2019-09-15,,配達済み
201909040009-1,2019-09-04,C-002894,INDB5,2,309600,2019-09-13,,配達済み
201909040009-2,2019-09-04,C-002894,VEDB5,3,674400,2019-09-16,,配達済み
201909050000-1,2019-09-05,C-000346,INNG1,1,84800,2019-09-13,,配達済み
201909050001-1,2019-09-05,C-000447,VENB1,1,184800,2019-09-14,,配達済み
201909050004-1,2019-09-05,C-000556,CANB11,1,289900,2019-09-12,,配達済み
201909050005-1,2019-09-05,C-000872,ZEDB5,2,357800,2019-09-15,,配達済み
201909050007-1,2019-09-05,C-001117,PUDB1,1,71800,2019-09-15,,配達済み
201909050012-1,2019-09-05,C-001291,ZENB5,0,0,2019-09-13,,配達済み
201909050013-1,2019-09-05,C-001831,INNG3,5,684000,2019-09-12,,配達済み
201909050015-1,2019-09-05,C-001948,INNG7,0,0,2019-09-11,,配達済み
201909050017-1,2019-09-05,C-002214,VENB9,2,739600,2019-09-15,,配達済み
201909050019-1,2019-09-05,C-003410,CANB13,2,699600,2019-09-11,,配達済み
201909050021-1,2019-09-05,C-003737,INNG9,3,689400,2019-09-11,,配達済み
201909050021-2,2019-09-05,C-003737,VENB7,8,2478400,2019-09-11,,配達済み
201909060001-1,2019-09-06,C-000448,VEDB7,2,457800,2019-09-13,,配達済み
201909060002-1,2019-09-06,C-000482,PUNS3,3,296220,2019-09-19,,配達済み
201909060002-2,2019-09-06,C-000482,CANB7,4,919600,2019-09-17,,配達済み
201909060004-1,2019-09-06,C-000576,CANB7,2,459800,2019-09-14,,配達済み
201909060005-1,2019-09-06,C-000604,VEDB7,7,1602300,2019-09-14,,配達済み
201909060006-1,2019-09-06,C-001077,CADB3,1,174900,2019-09-14,,配達済み
201909060008-1,2019-09-06,C-001545,PUNB3,5,493700,2019-09-12,,配達済み
201909060011-1,2019-09-06,C-001702,PUNS3,1,98740,2019-09-16,,配達済み
201909060012-1,2019-09-06,C-001810,INNS7,1,181800,2019-09-15,,配達済み
201909060013-1,2019-09-06,C-002128,ID23,1,19980,2019-09-18,,配達済み
201909060021-1,2019-09-06,C-002467,PUNR1,5,339000,2019-09-20,,配達済み
201909060023-1,2019-09-06,C-002626,INDB3,4,467200,2019-09-15,,配達済み
201909060025-1,2019-09-06,C-002795,TADB5,1,124342,2019-09-17,,配達済み
201909060028-1,2019-09-06,C-003162,CADB5,1,194800,2019-09-15,,配達済み
201909060029-1,2019-09-06,C-003197,ZENB7,2,462800,2019-09-17,,配達済み
201909060030-1,2019-09-06,C-003279,PUNS1,7,474600,2019-09-13,,配達済み
201909060032-1,2019-09-06,C-003313,CADB9,4,1279200,2019-09-17,,配達済み
201909060034-1,2019-09-06,C-003511,VENB3,1,222800,2019-09-15,,配達済み
201909060035-1,2019-09-06,C-003675,VEDB3,1,184800,2019-09-16,,配達済み
201909060037-1,2019-09-06,C-003740,INNG5,3,509400,2019-09-14,,配達済み
201909070000-1,2019-09-07,C-000479,INNS7,2,363600,2019-09-16,,配達済み
201909070002-1,2019-09-07,C-000501,CADB5,2,389600,2019-09-17,,配達済み
201909070005-1,2019-09-07,C-000520,ZENB9,5,1399500,2019-09-18,,配達済み
201909070007-1,2019-09-07,C-000600,ZENB5,2,347600,2019-09-18,,配達済み
201909070010-1,2019-09-07,C-001121,VEDB3,1,184800,2019-09-17,,配達済み
201909070012-1,2019-09-07,C-001794,VEDB13,1,584800,2019-09-16,,配達済み
201909070013-1,2019-09-07,C-003226,IKU,6,16986,2019-09-15,,配達済み
201909070015-1,2019-09-07,C-003272,CANB11,0,0,2019-09-17,,配達済み
201909080003-1,2019-09-08,C-000160,INNG3,5,684000,2019-09-16,,配達済み
201909080004-1,2019-09-08,C-000190,CADB5,5,974000,2019-09-14,,配達済み
201909080005-1,2019-09-08,C-001209,TADB3,0,0,2019-09-20,,配達済み
201909080007-1,2019-09-08,C-001455,CANB5,4,799200,2019-09-15,,配達済み
201909080009-1,2019-09-08,C-002055,ZENB3,1,154800,2019-09-16,,配達済み
201909080010-1,2019-09-08,C-002093,CANB13,1,349800,2019-09-17,,配達済み
201909080012-1,2019-09-08,C-003291,CADB15,1,679800,2019-09-16,,配達済み
201909080013-1,2019-09-08,C-003355,IKW,2,7562,2019-09-17,,配達済み
201909090000-1,2019-09-09,C-000054,CADB7,3,704400,2019-09-21,,配達済み
201909090004-1,2019-09-09,C-000374,TADB5,1,124342,2019-09-21,,配達済み
201909090005-1,2019-09-09,C-000580,CADB7,7,1643600,2019-09-18,,配達済み
201909090008-1,2019-09-09,C-000733,INNS3,0,0,2019-09-19,,配達済み
201909090010-1,2019-09-09,C-001101,CANB13,0,0,2019-09-21,,配達済み
201909090012-1,2019-09-09,C-001435,INNB7,8,1454400,2019-09-19,,配達済み
201909090013-1,2019-09-09,C-001607,INDB5,1,154800,2019-09-20,,配達済み
201909090014-1,2019-09-09,C-001928,CANB11,7,2029300,2019-09-19,,配達済み
201909090017-1,2019-09-09,C-002894,ZENB1,2,207600,2019-09-19,,配達済み
201909090019-1,2019-09-09,C-003192,VEDB11,1,399800,2019-09-20,,配達済み
201909090021-1,2019-09-09,C-003196,ZEDB9,1,256400,2019-09-19,,配達済み
201909090023-1,2019-09-09,C-003378,INNB5,2,319600,2019-09-21,,配達済み
201909090024-1,2019-09-09,C-003398,VEDB11,2,799600,2019-09-19,,配達済み
201909090025-1,2019-09-09,C-003694,CANB11,1,289900,2019-09-20,,配達済み
201909100002-1,2019-09-10,C-000048,INNG5,12,2037600,2019-09-20,,配達済み
201909100003-1,2019-09-10,C-000354,CANB11,2,579800,2019-09-21,,配達済み
201909100004-1,2019-09-10,C-000445,PUNS3,2,197480,2019-09-19,,配達済み
201909100007-1,2019-09-10,C-000466,INNG3,1,136800,2019-09-20,,配達済み
201909100008-1,2019-09-10,C-000712,ZENB5,13,2259400,2019-09-19,,配達済み
201909100009-1,2019-09-10,C-000823,ZENB3,1,154800,2019-09-20,,配達済み
201909100011-1,2019-09-10,C-001796,CADB7,9,2113200,2019-09-19,,配達済み
201909100015-1,2019-09-10,C-002900,CADB11,1,364800,2019-09-16,,配達済み
201909120003-1,2019-09-12,C-000018,VENB7,1,309800,2019-09-24,,配達済み
201909120004-1,2019-09-12,C-000079,INDB1,1,94800,2019-09-24,,配達済み
201909120005-1,2019-09-12,C-000833,CADB11,1,364800,2019-09-21,,配達済み
201909120006-1,2019-09-12,C-001182,TADB1,0,0,2019-09-20,,配達済み
201909120008-1,2019-09-12,C-001210,INNS5,1,159800,2019-09-19,,配達済み
201909120011-1,2019-09-12,C-001254,CANB11,1,289900,2019-09-21,,配達済み
201909120012-1,2019-09-12,C-001490,INDB3,1,116800,2019-09-21,,配達済み
201909120013-1,2019-09-12,C-001536,CADB7,1,234800,2019-09-23,,配達済み
201909120015-1,2019-09-12,C-001566,INDB3,2,233600,2019-09-21,,配達済み
201909120016-1,2019-09-12,C-001644,INNB5,5,799000,2019-09-22,,配達済み
201909120019-1,2019-09-12,C-001661,CADB11,2,729600,2019-09-21,,配達済み
201909120023-1,2019-09-12,C-001824,INNG5,2,339600,2019-09-22,,配達済み
201909120025-1,2019-09-12,C-002200,CANB11,6,1739400,2019-09-22,,配達済み
201909120030-1,2019-09-12,C-002450,ZENB3,2,309600,2019-09-21,,配達済み
201909120032-1,2019-09-12,C-002733,CANB9,3,779400,2019-09-23,,配達済み
201909120033-1,2019-09-12,C-002886,VENB7,0,0,2019-09-23,,配達済み
201909120035-1,2019-09-12,C-003044,PUNS3,2,197480,2019-09-19,,配達済み
201909120036-1,2019-09-12,C-003151,INNS9,2,439600,2019-09-22,,配達済み
201909120038-1,2019-09-12,C-003355,INDB3,6,700800,2019-09-21,,配達済み
201909120039-1,2019-09-12,C-003426,CANB5,3,599400,2019-09-23,,配達済み
201909130000-1,2019-09-13,C-000100,CANB11,1,289900,2019-09-23,,配達済み
201909130002-1,2019-09-13,C-000878,CANB11,1,289900,2019-09-24,,配達済み
201909130003-1,2019-09-13,C-001099,ID16,1,16300,2019-09-24,,配達済み
201909130007-1,2019-09-13,C-001593,CANB11,4,1159600,2019-09-22,,配達済み
201909130011-1,2019-09-13,C-001625,PUNB3,3,296220,2019-09-24,,配達済み
201909130012-1,2019-09-13,C-001952,CANB13,1,349800,2019-09-24,,配達済み
201909130013-1,2019-09-13,C-002378,IMU,1,1230,2019-09-22,,配達済み
201909130015-1,2019-09-13,C-002590,VENB5,0,0,2019-09-25,,配達済み
201909130018-1,2019-09-13,C-002773,PUNW3,4,394960,2019-09-23,,配達済み
201909130020-1,2019-09-13,C-003274,CANB11,1,289900,2019-09-24,,配達済み
201909130021-1,2019-09-13,C-003735,VEDB17,1,1099800,2019-09-23,,配達済み
201909140000-1,2019-09-14,C-000617,ZENB3,3,464400,2019-09-23,,配達済み
201909140002-1,2019-09-14,C-000768,INNS5,2,319600,2019-09-22,,配達済み
201909140006-1,2019-09-14,C-001025,CANB11,2,579800,2019-09-20,,配達済み
201909140006-2,2019-09-14,C-001025,VEDB11,1,399800,2019-09-21,,配達済み
201909140008-1,2019-09-14,C-001609,VEDB5,2,449600,2019-09-24,,配達済み
201909140010-1,2019-09-14,C-001992,ZENB5,2,347600,2019-09-25,,配達済み
201909140011-1,2019-09-14,C-002017,VENB9,3,1109400,2019-09-22,,配達済み
201909140013-1,2019-09-14,C-002178,INNB7,1,181800,2019-09-25,,配達済み
201909140015-1,2019-09-14,C-002218,CANB11,1,289900,2019-09-22,,配達済み
201909140017-1,2019-09-14,C-003324,PUNW3,3,296220,2019-09-22,,配達済み
201909150001-1,2019-09-15,C-003524,CANB13,1,349800,2019-09-24,,配達済み
201909160000-1,2019-09-16,C-000243,IMU,1,1230,2019-09-26,,配達済み
201909160001-1,2019-09-16,C-001986,TADB5,1,124342,2019-09-25,,配達済み
201909160004-1,2019-09-16,C-002072,PUNS1,1,67800,2019-09-26,,配達済み
201909170000-1,2019-09-17,C-001425,INNS5,1,159800,2019-09-24,,配達済み
201909170001-1,2019-09-17,C-001547,CADB5,1,194800,2019-09-27,,配達済み
201909170002-1,2019-09-17,C-002929,PUNW1,1,67800,2019-09-24,,配達済み
201909170004-1,2019-09-17,C-003200,INDB9,1,216800,2019-09-24,,配達済み
201909170006-1,2019-09-17,C-003203,VEDB11,1,399800,2019-09-27,,配達済み
201909170011-1,2019-09-17,C-003506,VENB9,1,369800,2019-09-25,,配達済み
201909180001-1,2019-09-18,C-001655,ZEDB3,4,623200,2019-09-26,,配達済み
201909180003-1,2019-09-18,C-002498,IMW,2,5074,2019-09-27,,配達済み
201909180004-1,2019-09-18,C-002517,CANB13,0,0,2019-09-27,,配達済み
201909180006-1,2019-09-18,C-002668,CANB11,0,0,2019-09-28,,配達済み
201909180009-1,2019-09-18,C-003085,ZENB3,2,309600,2019-09-26,,配達済み
201909190000-1,2019-09-19,C-000275,TADB5,1,124342,2019-09-29,,配達済み
201909190003-1,2019-09-19,C-000414,INNS9,1,219800,2019-09-30,,配達済み
201909190004-1,2019-09-19,C-000605,INDB1,5,474000,2019-09-29,,配達済み
201909190005-1,2019-09-19,C-000613,INNG5,4,679200,2019-09-28,,配達済み
201909190007-1,2019-09-19,C-000718,INNS9,2,439600,2019-09-30,,配達済み
201909190007-2,2019-09-19,C-000718,INNG5,8,1358400,2019-09-28,,配達済み
201909190009-1,2019-09-19,C-001289,ZENB7,3,694200,2019-09-30,,配達済み
201909190011-1,2019-09-19,C-001516,CANB7,1,229900,2019-09-26,,配達済み
201909190012-1,2019-09-19,C-001811,VENB5,1,269800,2019-09-30,,配達済み
201909190013-1,2019-09-19,C-002016,VEDB17,1,1099800,2019-09-29,,配達済み
201909190014-1,2019-09-19,C-002322,VENB5,1,269800,2019-09-27,,配達済み
201909190015-1,2019-09-19,C-002368,INNS5,1,159800,2019-09-29,,配達済み
201909190017-1,2019-09-19,C-002371,CANB9,3,779400,2019-09-27,,配達済み
201909190018-1,2019-09-19,C-002587,CADB5,1,194800,2019-09-27,,配達済み
201909190022-1,2019-09-19,C-002601,PUNW3,13,1283620,2019-09-29,,配達済み
201909190025-1,2019-09-19,C-003091,VEDB7,4,915600,2019-09-28,,配達済み
201909200004-1,2019-09-20,C-000635,ZENB3,2,309600,2019-09-29,,配達済み
201909200006-1,2019-09-20,C-000883,ID16,2,32600,2019-09-28,,配達済み
201909200007-1,2019-09-20,C-002274,CANB11,3,869700,2019-10-02,,配達済み
201909200008-1,2019-09-20,C-002308,CANB7,1,229900,2019-09-28,,配達済み
201909200009-1,2019-09-20,C-002581,ZEDB1,2,249600,2019-09-28,,配達済み
201909200010-1,2019-09-20,C-002594,PUNW3,1,98740,2019-09-30,,配達済み
201909200012-1,2019-09-20,C-003555,INDB3,1,116800,2019-09-30,,配達済み
201909210003-1,2019-09-21,C-001026,INNS9,6,1318800,2019-09-28,,配達済み
201909210003-2,2019-09-21,C-001026,CADB7,7,1643600,2019-09-28,,配達済み
201909210005-1,2019-09-21,C-001909,CADB3,1,174900,2019-09-29,,配達済み
201909210006-1,2019-09-21,C-002626,VEDB3,5,924000,2019-09-30,,配達済み
201909210006-2,2019-09-21,C-002626,ZENB5,5,869000,2019-09-29,,配達済み
201909210008-1,2019-09-21,C-002691,TADB1,3,44910,2019-10-01,,配達済み
201909210009-1,2019-09-21,C-002807,INNG7,2,383600,2019-09-27,,配達済み
201909210011-1,2019-09-21,C-003114,INNS9,1,219800,2019-09-29,,配達済み
201909210012-1,2019-09-21,C-003301,PUNW3,3,296220,2019-09-29,,配達済み
201909210013-1,2019-09-21,C-003509,ZEDB7,1,216900,2019-10-01,,配達済み
201909220000-1,2019-09-22,C-000318,CADB9,3,959400,2019-10-02,,配達済み
201909220002-1,2019-09-22,C-000389,CANB11,0,0,2019-10-04,,配達済み
201909220004-1,2019-09-22,C-000776,INNB9,1,219800,2019-10-03,,配達済み
201909220005-1,2019-09-22,C-000960,VEDB3,1,184800,2019-10-03,,配達済み
201909220008-1,2019-09-22,C-001165,IMW,1,2537,2019-10-04,,配達済み
201909220009-1,2019-09-22,C-001879,TADB1,2,29940,2019-10-03,,配達済み
201909220011-1,2019-09-22,C-001926,VEDB7,9,2060100,2019-10-02,,配達済み
201909220013-1,2019-09-22,C-003354,TADB3,2,90684,2019-09-30,,配達済み
201909230001-1,2019-09-23,C-001312,VEDB11,9,3598200,2019-10-02,,配達済み
201909240001-1,2019-09-24,C-002361,CANB7,1,229900,2019-10-02,,配達済み
201909240001-2,2019-09-24,C-002361,VENB1,2,369600,2019-10-04,,配達済み
201909250001-1,2019-09-25,C-001235,VENB3,1,222800,2019-10-05,,配達済み
201909250002-1,2019-09-25,C-003011,IKW,1,3781,2019-10-04,,配達済み
201909260000-1,2019-09-26,C-000096,CANB11,2,579800,2019-10-06,,配達済み
201909260001-1,2019-09-26,C-000374,IKW,3,11343,2019-10-08,,配達済み
201909260003-1,2019-09-26,C-000560,VEDB11,0,0,2019-10-07,,配達済み
201909260004-1,2019-09-26,C-000630,CANB7,4,919600,2019-10-06,,配達済み
201909260006-1,2019-09-26,C-000805,CADB13,0,0,2019-10-06,,配達済み
201909260006-2,2019-09-26,C-000805,IMU,0,0,2019-10-09,,配達済み
201909260015-1,2019-09-26,C-001157,INDB7,1,184800,2019-10-08,,配達済み
201909260017-1,2019-09-26,C-001186,INNG3,3,410400,2019-10-10,,配達済み
201909260018-1,2019-09-26,C-001296,ZEDB3,2,311600,2019-10-06,,配達済み
201909260019-1,2019-09-26,C-001950,INNG9,2,459600,2019-10-08,,配達済み
201909260020-1,2019-09-26,C-002207,VENB5,1,269800,2019-10-09,,配達済み
201909260022-1,2019-09-26,C-002411,INNS9,3,659400,2019-10-05,,配達済み
201909260023-1,2019-09-26,C-002673,INNS1,4,299200,2019-10-05,,配達済み
201909260025-1,2019-09-26,C-002788,INNB5,1,159800,2019-10-06,,配達済み
201909260026-1,2019-09-26,C-003006,IMU,5,6150,2019-10-07,,配達済み
201909260027-1,2019-09-26,C-003282,CADB3,3,524700,2019-10-08,,配達済み
201909260028-1,2019-09-26,C-003505,ZENB5,12,2085600,2019-10-09,,配達済み
201909260029-1,2019-09-26,C-003543,ZEDB7,2,433800,2019-10-06,,配達済み
201909260030-1,2019-09-26,C-003662,VEDB7,1,228900,2019-10-09,,配達済み
201909260035-1,2019-09-26,C-003687,ZENB9,0,0,2019-10-08,,配達済み
201909260036-1,2019-09-26,C-003734,PUNB3,3,296220,2019-10-06,,配達済み
201909260036-2,2019-09-26,C-003734,ZENB5,2,347600,2019-10-06,,配達済み
201909260037-1,2019-09-26,C-003771,ZEDB7,1,216900,2019-10-03,,配達済み
201909260038-1,2019-09-26,C-003797,ZENB7,2,462800,2019-10-08,,配達済み
201909270001-1,2019-09-27,C-001358,INDB5,4,619200,2019-10-09,,配達済み
201909270002-1,2019-09-27,C-001529,CANB11,2,579800,2019-10-07,,配達済み
201909270005-1,2019-09-27,C-002775,IMW,5,12685,2019-10-08,,配達済み
201909280003-1,2019-09-28,C-000407,PUNR1,2,135600,2019-10-07,,配達済み
201909280004-1,2019-09-28,C-000831,CANB5,4,799200,2019-10-06,,配達済み
201909280010-1,2019-09-28,C-001023,CANB13,1,349800,2019-10-08,,配達済み
201909280012-1,2019-09-28,C-001044,TADB1,1,14970,2019-10-08,,配達済み
201909280012-2,2019-09-28,C-001044,TADB5,1,124342,2019-10-08,,配達済み
201909280012-3,2019-09-28,C-001044,VENB7,1,309800,2019-10-09,,配達済み
201909280013-1,2019-09-28,C-001800,VEDB3,1,184800,2019-10-07,,配達済み
201909280014-1,2019-09-28,C-001822,PUNW3,1,98740,2019-10-07,,配達済み
201909280016-1,2019-09-28,C-001971,CANB11,5,1449500,2019-10-10,,配達済み
